1bh7weGVNJeoG5eZL9IOf5,"If You Close Your Eyes","Nate Bass",https://open.spotify.com/track/1bh7weGVNJeoG5eZL9IOf5,spotify:track:1bh7weGVNJeoG5eZL9IOf5
5Hroj5K7vLpIG4FNCRIjbP,"Best Day Of My Life","American Authors",https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
5Rh2LfmMRp6OF6Tx53Jd8w,"Pompeii (But If You Close Your Eyes)","When Thieves Run",https://open.spotify.com/track/5Rh2LfmMRp6OF6Tx53Jd8w,spotify:track:5Rh2LfmMRp6OF6Tx53Jd8w
63iuseNM9M4zQ1KBRe7omL,"You Spin My Head Right Round","Tomas Bellwais",https://open.spotify.com/track/63iuseNM9M4zQ1KBRe7omL,spotify:track:63iuseNM9M4zQ1KBRe7omL
0nrRP2bk19rLc0orkWPQk2,"Wake Me Up",Avicii,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,spotify:track:0nrRP2bk19rLc0orkWPQk2
4KYAV74fzH1rUipmxXejw1,"Shut Up And Dance With Me","Fun Guns",https://open.spotify.com/track/4KYAV74fzH1rUipmxXejw1,spotify:track:4KYAV74fzH1rUipmxXejw1
6hAYSTQ0EFhYaVS9v4sOX4,"I Love It - Radio Edit","Re-Mix Junkies",https://open.spotify.com/track/6hAYSTQ0EFhYaVS9v4sOX4,spotify:track:6hAYSTQ0EFhYaVS9v4sOX4
1dQhXXum0cpZIPkdTCYONl,"Ceiling Can't Hold Us","Like the Bike",https://open.spotify.com/track/1dQhXXum0cpZIPkdTCYONl,spotify:track:1dQhXXum0cpZIPkdTCYONl
6xSzZ2CqIjpP78L3osGClx,"Glad You Came (The Sun Goes Down the Stars Come Out)","The Worst Cover Band Of The World",https://open.spotify.com/track/6xSzZ2CqIjpP78L3osGClx,spotify:track:6xSzZ2CqIjpP78L3osGClx
6kbSd3jgHwNDQ0idiVONcg,"Good Time","Michel Pego",https://open.spotify.com/track/6kbSd3jgHwNDQ0idiVONcg,spotify:track:6kbSd3jgHwNDQ0idiVONcg
62PaSfnXSMyLshYJrlTuL3,Hello,Adele,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3,spotify:track:62PaSfnXSMyLshYJrlTuL3
03UrZgTINDqvnUMbbIMhql,"Gangnam Style (강남스타일)",PSY,https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql
2zuJWRAUUhZLhKWjj0pVkN,"Say Geronimo (Dance Mix)","Prairie Grass",https://open.spotify.com/track/2zuJWRAUUhZLhKWjj0pVkN,spotify:track:2zuJWRAUUhZLhKWjj0pVkN
4kbj5MwxO1bq9wjT5g9HaA,"Shut Up and Dance","WALK THE MOON",https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
5fS4aw6hfmM0VMnyhdsbvR,"Glad You Came","Sun Goes Down",https://open.spotify.com/track/5fS4aw6hfmM0VMnyhdsbvR,spotify:track:5fS4aw6hfmM0VMnyhdsbvR
5jrdCoLpJSvHHorevXBATy,"Dark Horse","Katy Perry,Juicy J",https://open.spotify.com/track/5jrdCoLpJSvHHorevXBATy,spotify:track:5jrdCoLpJSvHHorevXBATy
1i1fxkWeaMmKEB4T7zqbzK,"Don't Let Me Down","The Chainsmokers,Daya",https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK
1k1Bqnv2R0uJXQN4u6LKYt,"Ain't No Sunshine","Bill Withers",https://open.spotify.com/track/1k1Bqnv2R0uJXQN4u6LKYt,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt
4fK6E2UywZTJIa5kWnCD6x,Friday,"Rebecca Black",https://open.spotify.com/track/4fK6E2UywZTJIa5kWnCD6x,spotify:track:4fK6E2UywZTJIa5kWnCD6x
3eRLKD1Lgc2OrYGxRxX62s,"Untitled (How Could This Happen to Me?)","Simple Plan",https://open.spotify.com/track/3eRLKD1Lgc2OrYGxRxX62s,spotify:track:3eRLKD1Lgc2OrYGxRxX62s
2JoZzpdeP2G6Csfdq5aLXP,"How Deep Is Your Love","Bee Gees",https://open.spotify.com/track/2JoZzpdeP2G6Csfdq5aLXP,spotify:track:2JoZzpdeP2G6Csfdq5aLXP
7MmG8p0F9N3C4AXdK6o6Eb,"Outside (feat. Ellie Goulding)","Calvin Harris,Ellie Goulding",https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb
0azC730Exh71aQlOt9Zj3y,"This Is What You Came For","Calvin Harris,Rihanna",https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y
47aQT2aV12TyilaoYi1NiD,Promiscuous,"Nelly Furtado,Timbaland",https://open.spotify.com/track/47aQT2aV12TyilaoYi1NiD,spotify:track:47aQT2aV12TyilaoYi1NiD
59CLe8stbcx4XYBWdsfbwK,"One Way Or Another",Blondie,https://open.spotify.com/track/59CLe8stbcx4XYBWdsfbwK,spotify:track:59CLe8stbcx4XYBWdsfbwK
22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It","Panic! At The Disco",https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa,spotify:track:22oEJW6r2rMb9z4IntfyEa
1rqqCSm0Qe4I9rUvWncaom,"High Hopes","Panic! At The Disco",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom
2sdZRRy6DSHMkNBQJ4AXco,"Shut up and Dance With Me","Me With Wings",https://open.spotify.com/track/2sdZRRy6DSHMkNBQJ4AXco,spotify:track:2sdZRRy6DSHMkNBQJ4AXco
4H0LTZ5qm5tkSkYHKXEGoR,"#That Power","Michel Pego",https://open.spotify.com/track/4H0LTZ5qm5tkSkYHKXEGoR,spotify:track:4H0LTZ5qm5tkSkYHKXEGoR
3cHyrEgdyYRjgJKSOiOtcS,Timber,"Pitbull,Kesha",https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
7l1qvxWjxcKpB9PCtBuTbU,"Count on Me","Bruno Mars",https://open.spotify.com/track/7l1qvxWjxcKpB9PCtBuTbU,spotify:track:7l1qvxWjxcKpB9PCtBuTbU
6b8Be6ljOzmkOmFslEb23P,"24K Magic","Bruno Mars",https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P
7BqBn9nzAq8spo5e7cZ0dJ,"Just the Way You Are","Bruno Mars",https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ
0KKkJNfGyhkQ5aFogxQAPU,"That's What I Like","Bruno Mars",https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
5ChkMS8OtdzJeqyybCc9R5,"Billie Jean","Michael Jackson",https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5
7sapKrjDij2fpDVj0GxP66,"She Will Be Loved","Maroon 5",https://open.spotify.com/track/7sapKrjDij2fpDVj0GxP66,spotify:track:7sapKrjDij2fpDVj0GxP66
4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Nayer)","Pitbull,AFROJACK,Ne-Yo,Nayer",https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W
0NTeSQVaWVEynOBiO7Sti9,"DJ Got Us Fallin' In Love (Made Famous by Usher)","The Future Hit Makers",https://open.spotify.com/track/0NTeSQVaWVEynOBiO7Sti9,spotify:track:0NTeSQVaWVEynOBiO7Sti9
0Hf4aIJpsN4Os2f0y0VqWl,"Feel This Moment (feat. Christina Aguilera)","Pitbull,Christina Aguilera",https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl
2bJvI42r8EF3wxjOuDav4r,"Time of Our Lives","Pitbull,Ne-Yo",https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,spotify:track:2bJvI42r8EF3wxjOuDav4r
32OlwWuMpZ6b0aN2RZOeMS,"Uptown Funk (feat. Bruno Mars)","Mark Ronson,Bruno Mars",https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
3arH7V29JTKJRIYNy0RixB,"Welcome to My House","Dj Dira",https://open.spotify.com/track/3arH7V29JTKJRIYNy0RixB,spotify:track:3arH7V29JTKJRIYNy0RixB
2kh0yXMoclSGWJ688JR20a,"Really Dont Care","I Don't Fly",https://open.spotify.com/track/2kh0yXMoclSGWJ688JR20a,spotify:track:2kh0yXMoclSGWJ688JR20a
2iuZJX9X9P0GKaE93xcPjk,Sugar,"Maroon 5",https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk
4r6eNCsrZnQWJzzvFh4nlg,Firework,"Katy Perry",https://open.spotify.com/track/4r6eNCsrZnQWJzzvFh4nlg,spotify:track:4r6eNCsrZnQWJzzvFh4nlg
4rZP9LXZtR2AZefZov5taq,"Scream and Shout (Clean Mix) [feat. Daja]","DJ DMX,Da'ja",https://open.spotify.com/track/4rZP9LXZtR2AZefZov5taq,spotify:track:4rZP9LXZtR2AZefZov5taq
6RUKPb4LETWmmr3iAEQktW,"Something Just Like This","The Chainsmokers,Coldplay",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW
22mek4IiqubGD9ctzxc69s,"How Deep Is Your Love","Calvin Harris,Disciples",https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,spotify:track:22mek4IiqubGD9ctzxc69s
76hfruVvmfQbw0eYn1nmeC,"Cake By The Ocean",DNCE,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC
51ukWgD2r7GwodM5IGE9NA,Titanium,"DJ Fit Hits",https://open.spotify.com/track/51ukWgD2r7GwodM5IGE9NA,spotify:track:51ukWgD2r7GwodM5IGE9NA
27tNWlhdAryQY04Gb2ZhUI,Roar,"Katy Perry",https://open.spotify.com/track/27tNWlhdAryQY04Gb2ZhUI,spotify:track:27tNWlhdAryQY04Gb2ZhUI
1kPpge9JDLpcj15qgrPbYX,"Good Time","Owl City,Carly Rae Jepsen",https://open.spotify.com/track/1kPpge9JDLpcj15qgrPbYX,spotify:track:1kPpge9JDLpcj15qgrPbYX
2tJulUYLDKOg9XrtVkMgcJ,Grenade,"Bruno Mars",https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ,spotify:track:2tJulUYLDKOg9XrtVkMgcJ
3U4isOIWM3VvDubwSI3y7a,"All of Me","John Legend",https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a
7Hqig8kp32q2Ire3ECQvWM,Paparazzi,"Lady Gaga",https://open.spotify.com/track/7Hqig8kp32q2Ire3ECQvWM,spotify:track:7Hqig8kp32q2Ire3ECQvWM
5R8dQOPq8haW94K7mgERlO,"Poker Face","Lady Gaga",https://open.spotify.com/track/5R8dQOPq8haW94K7mgERlO,spotify:track:5R8dQOPq8haW94K7mgERlO
5xTtaWoae3wi06K5WfVUUH,"Shake It Off","Taylor Swift",https://open.spotify.com/track/5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH
6NFyWDv5CjfwuzoCkw47Xf,Delicate,"Taylor Swift",https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf
1p80LdxRV74UKvL8gnD7ky,"Blank Space","Taylor Swift",https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky,spotify:track:1p80LdxRV74UKvL8gnD7ky
273dCMFseLcVsoSWx59IoE,"Bad Blood","Taylor Swift",https://open.spotify.com/track/273dCMFseLcVsoSWx59IoE,spotify:track:273dCMFseLcVsoSWx59IoE
1P17dC1amhFzptugyAO7Il,"Look What You Made Me Do","Taylor Swift",https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,spotify:track:1P17dC1amhFzptugyAO7Il
3GCL1PydwsLodcpv0Ll1ch,"You Belong With Me","Taylor Swift",https://open.spotify.com/track/3GCL1PydwsLodcpv0Ll1ch,spotify:track:3GCL1PydwsLodcpv0Ll1ch
0zmXotS8KeYXR3zMT0SQWm,"Can't Stop the Feeling","I Can't Breathe",https://open.spotify.com/track/0zmXotS8KeYXR3zMT0SQWm,spotify:track:0zmXotS8KeYXR3zMT0SQWm
1qRCbvBsER2m8fgiCFMfJU,"Moves Like Jagger","The Jonas",https://open.spotify.com/track/1qRCbvBsER2m8fgiCFMfJU,spotify:track:1qRCbvBsER2m8fgiCFMfJU
1na4IEqrDSjrWbKxIKaGSo,"Cheerleader - Felix Jaehn Remix Live 2015",OMI,https://open.spotify.com/track/1na4IEqrDSjrWbKxIKaGSo,spotify:track:1na4IEqrDSjrWbKxIKaGSo
0sSKreU4kEIGlZQQ2PNnWp,"I Don't Care","Blinded by Love",https://open.spotify.com/track/0sSKreU4kEIGlZQQ2PNnWp,spotify:track:0sSKreU4kEIGlZQQ2PNnWp
28jyTDJQyz5IeDTkB1lOuu,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","DJ Khaled",https://open.spotify.com/track/28jyTDJQyz5IeDTkB1lOuu,spotify:track:28jyTDJQyz5IeDTkB1lOuu
3Xv5C02Wxlek0dmrYAM5A8,"Cha Cha Slide - Original Live Platinum Band Mix","DJ Casper",https://open.spotify.com/track/3Xv5C02Wxlek0dmrYAM5A8,spotify:track:3Xv5C02Wxlek0dmrYAM5A8
7x5xYW5W42OGPAdHUyyguy,"Locked Away (feat. Adam Levine)","R. City,Adam Levine",https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy,spotify:track:7x5xYW5W42OGPAdHUyyguy
3WkibOpDF7cQ5xntM1epyf,"It Wasn't Me","Shaggy,Rik Rok",https://open.spotify.com/track/3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf
1oHNvJVbFkexQc0BpQp7Y4,Starships,"Nicki Minaj",https://open.spotify.com/track/1oHNvJVbFkexQc0BpQp7Y4,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
6Z8R6UsFuGXGtiIxiD8ISb,"Safe And Sound","Capital Cities",https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb
6lanRgr6wXibZr8KgzXxBl,"a thousand years","Christina Perri",https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,spotify:track:6lanRgr6wXibZr8KgzXxBl
4qRaZYiaOsSvWC7VgcxrI0,HandClap,"Fitz and The Tantrums",https://open.spotify.com/track/4qRaZYiaOsSvWC7VgcxrI0,spotify:track:4qRaZYiaOsSvWC7VgcxrI0
5Sho3kEbYXopoXPhPACqo7,"Cha Cha Slide","Mr. C",https://open.spotify.com/track/5Sho3kEbYXopoXPhPACqo7,spotify:track:5Sho3kEbYXopoXPhPACqo7
6Qs4SXO9dwPj5GKvVOv8Ki,"Dancing With A Stranger (with Normani)","Sam Smith,Normani",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki
5cF0dROlMOK5uNZtivgu50,Attention,"Charlie Puth",https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50,spotify:track:5cF0dROlMOK5uNZtivgu50
12GEpg2XOPyqk03JZEZnJs,"It Ain’t Me (with Selena Gomez)","Kygo,Selena Gomez",https://open.spotify.com/track/12GEpg2XOPyqk03JZEZnJs,spotify:track:12GEpg2XOPyqk03JZEZnJs
6nGwWIh0ATJqK9cXbLqDw8,"Everyone Falls in Love","Tanto Metro & Devonte",https://open.spotify.com/track/6nGwWIh0ATJqK9cXbLqDw8,spotify:track:6nGwWIh0ATJqK9cXbLqDw8
2CEgGE6aESpnmtfiZwYlbV,Dynamite,"Taio Cruz",https://open.spotify.com/track/2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV
5A6BJLZArq1MPjsnmcuk5f,"Lights Down Low",MAX,https://open.spotify.com/track/5A6BJLZArq1MPjsnmcuk5f,spotify:track:5A6BJLZArq1MPjsnmcuk5f
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,https://open.spotify.com/track/4JehYebiI9JE8sR8MisGVb,spotify:track:4JehYebiI9JE8sR8MisGVb
6PQ88X9TkUIAUIZJHW2upE,"Bad Habits","Ed Sheeran",https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,spotify:track:6PQ88X9TkUIAUIZJHW2upE
45bE4HXI0AwGZXfZtMp8JR,"you broke me first","Tate McRae",https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,spotify:track:45bE4HXI0AwGZXfZtMp8JR
3oiMJQAWVaxSubJ7b2VUtX,Fancy,"Iggy Azalea,Charli xcx",https://open.spotify.com/track/3oiMJQAWVaxSubJ7b2VUtX,spotify:track:3oiMJQAWVaxSubJ7b2VUtX
2yLa0QULdQr0qAIvVwN6B5,"...Ready For It?","Taylor Swift",https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5
3avYqdwHKEq8beXbeWCKqJ,"Last Friday Night (T.G.I.F.)","Katy Perry",https://open.spotify.com/track/3avYqdwHKEq8beXbeWCKqJ,spotify:track:3avYqdwHKEq8beXbeWCKqJ
4B2kkxg3wKSTZw5JPaUtzQ,"On & On","Cartoon,Daniel Levi",https://open.spotify.com/track/4B2kkxg3wKSTZw5JPaUtzQ,spotify:track:4B2kkxg3wKSTZw5JPaUtzQ
6PCUP3dWmTjcTtXY02oFdT,"Castle on the Hill","Ed Sheeran",https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,spotify:track:6PCUP3dWmTjcTtXY02oFdT
6Qn5zhYkTa37e91HC1D7lb,"Whatever It Takes","Imagine Dragons",https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb,spotify:track:6Qn5zhYkTa37e91HC1D7lb
0pqnGHJpmpxLKifKRmU6WP,Believer,"Imagine Dragons",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,spotify:track:0pqnGHJpmpxLKifKRmU6WP
1zB4vmk8tFRmM9UULNzbLB,Thunder,"Imagine Dragons",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB
3LlAyCYU26dvFZBDUIMb7a,Demons,"Imagine Dragons",https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a,spotify:track:3LlAyCYU26dvFZBDUIMb7a
52IKUZIr66lMvy7COxmG9x,"Try Again","Aaliyah Tribute",https://open.spotify.com/track/52IKUZIr66lMvy7COxmG9x,spotify:track:52IKUZIr66lMvy7COxmG9x
7eJMfftS33KTjuF7lTsMCx,"death bed (coffee for your head)","Powfu,beabadoobee",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx
59HjlYCeBsxdI0fcm3zglw,"Wildest Dreams","Taylor Swift",https://open.spotify.com/track/59HjlYCeBsxdI0fcm3zglw,spotify:track:59HjlYCeBsxdI0fcm3zglw
2RlgNHKcydI9sayD2Df2xp,"Mr. Blue Sky","Electric Light Orchestra",https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,spotify:track:2RlgNHKcydI9sayD2Df2xp
29U7stRjqHU6rMiS8BfaI9,"What A Wonderful World","Louis Armstrong",https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9,spotify:track:29U7stRjqHU6rMiS8BfaI9
2bL2gyO6kBdLkNSkxXNh6x,Animals,"Maroon 5",https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x
6DkXLzBQT7cwXmTyzAB1DJ,"What's My Name?","Rihanna,Drake",https://open.spotify.com/track/6DkXLzBQT7cwXmTyzAB1DJ,spotify:track:6DkXLzBQT7cwXmTyzAB1DJ
6t7uRyEKLP0yvQeScTMIy1,"Everyone Falls in Love","Tanto Metro & Devonte",https://open.spotify.com/track/6t7uRyEKLP0yvQeScTMIy1,spotify:track:6t7uRyEKLP0yvQeScTMIy1
0EGuSSpuu9wmHCtvb4PdLO,"Sit Still, Look Pretty",Daya,https://open.spotify.com/track/0EGuSSpuu9wmHCtvb4PdLO,spotify:track:0EGuSSpuu9wmHCtvb4PdLO
6sy3LkhNFjJWlaeSMNwQ62,"Counting Stars",OneRepublic,https://open.spotify.com/track/6sy3LkhNFjJWlaeSMNwQ62,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
4Lvc9SbPc0svm9TEoMgFzB,"SexyBack (feat. Timbaland)","Justin Timberlake,Timbaland",https://open.spotify.com/track/4Lvc9SbPc0svm9TEoMgFzB,spotify:track:4Lvc9SbPc0svm9TEoMgFzB
7ySUcLPVX7KudhnmNcgY2D,S&M,Rihanna,https://open.spotify.com/track/7ySUcLPVX7KudhnmNcgY2D,spotify:track:7ySUcLPVX7KudhnmNcgY2D
1zi7xx7UVEFkmKfv06H8x0,"One Dance","Drake,Wizkid,Kyla",https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0
2XU0oxnq2qxCpomAAuJY8K,"Dance Monkey","Tones And I",https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K
0prNGof3XqfTvNDxHonvdK,"Scars To Your Beautiful","Alessia Cara",https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,spotify:track:0prNGof3XqfTvNDxHonvdK
2K87XMYnUMqLcX3zvtAF4G,"Drag Me Down","One Direction",https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G,spotify:track:2K87XMYnUMqLcX3zvtAF4G
4cluDES4hQEUhmXj6TXkSo,"What Makes You Beautiful","One Direction",https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo
22vgEDb5hykfaTwLuskFGD,Sucker,"Jonas Brothers",https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD
22vgEDb5hykfaTwLuskFGD,Sucker,"Jonas Brothers",https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD
4mEPquRcjE0gTFoylj2b5v,"Stitches - Seeb Remix","Shawn Mendes,Seeb",https://open.spotify.com/track/4mEPquRcjE0gTFoylj2b5v,spotify:track:4mEPquRcjE0gTFoylj2b5v
3w3y8KPTfNeOKPiqUTakBh,"Locked out of Heaven","Bruno Mars",https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh
3w3y8KPTfNeOKPiqUTakBh,"Locked out of Heaven","Bruno Mars",https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh
3MoV1UsAJmz64LHqyiRMp0,"Say My Name","David Guetta,Bebe Rexha,J Balvin",https://open.spotify.com/track/3MoV1UsAJmz64LHqyiRMp0,spotify:track:3MoV1UsAJmz64LHqyiRMp0
5cPWnVj07hBxCjp3OWvezV,"Song 6","Daniel Powter",https://open.spotify.com/track/5cPWnVj07hBxCjp3OWvezV,spotify:track:5cPWnVj07hBxCjp3OWvezV
2rtSjGAgCkHL5mKboZMVgD,"Free Loop","Daniel Powter",https://open.spotify.com/track/2rtSjGAgCkHL5mKboZMVgD,spotify:track:2rtSjGAgCkHL5mKboZMVgD
0mUyMawtxj1CJ76kn9gIZK,"Bad Day","Daniel Powter",https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK,spotify:track:0mUyMawtxj1CJ76kn9gIZK
5If0LxZB0CZntAPKcjDCUc,"Jimmy Gets High","Daniel Powter",https://open.spotify.com/track/5If0LxZB0CZntAPKcjDCUc,spotify:track:5If0LxZB0CZntAPKcjDCUc
5X9EjZiYdWZteDAcCqQ5rr,Styrofoam,"Daniel Powter",https://open.spotify.com/track/5X9EjZiYdWZteDAcCqQ5rr,spotify:track:5X9EjZiYdWZteDAcCqQ5rr
3ki34uVCGY1oq3E9aDV2oG,Hollywood,"Daniel Powter",https://open.spotify.com/track/3ki34uVCGY1oq3E9aDV2oG,spotify:track:3ki34uVCGY1oq3E9aDV2oG
